Title,cast,crew,genres,final_tag,movie_id
X-Men: Apocalypse,JamesMcAvoy MichaelFassbender,BryanSinger,ScienceFiction,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan. en mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s",246655.0
The Dark Knight,ChristianBale HeathLedger,ChristopherNolan,Drama Action Crime Thriller,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker. en dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman",155.0
Up,EdAsner ChristopherPlummer,PeteDocter,Animation Comedy Family Adventure,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life. en agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring",14160.0
Monsters vs Aliens,SethRogen ReeseWitherspoon,ConradVernon RobLetterman,Animation Family Adventure ScienceFiction,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters... en alien giantrobot duringcreditsstinger",15512.0
Iron Man,RobertDowneyJr. TerrenceHoward,JonFavreau,Action ScienceFiction Adventure,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil. en middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson",1726.0
Hugo,BenKingsley SachaBaronCohen,MartinScorsese,Adventure Drama Family,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past. en library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d",44826.0
Wild Wild West,WillSmith KevinKline,BarrySonnenfeld,Action Adventure Comedy ScienceFiction Western,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans. en steampunk basedontvseries steamlocomotive drag,8487.0
The Mummy: Tomb of the Dragon Emperor,BrendanFraser JetLi,RobCohen,Adventure Action Fantasy,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power. en ",1735.0
Suicide Squad,WillSmith MargotRobbie,DavidAyer,Action Adventure Crime Fantasy ScienceFiction,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences. en dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse",297761.0
Evan Almighty,SteveCarell LaurenGraham,TomShadyac,Fantasy Comedy Family,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood. en fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark,2698.0
Edge of Tomorrow,TomCruise EmilyBlunt,DougLiman,Action ScienceFiction,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop. en dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton",137113.0
Waterworld,KevinCostner ChaimGirafi,KevinReynolds,Adventure Action,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back. en ocean tattoo mutant water dystopia doomsday",9804.0
G.I. Joe: The Rise of Cobra,DennisQuaid ChanningTatum,StephenSommers,Adventure Action Thriller ScienceFiction,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos. en terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra",14869.0
Inside Out,AmyPoehler PhyllisSmith,PeteDocter,Drama Comedy Animation Family,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school. en dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions",150540.0
The Jungle Book,NeelSethi BillMurray,JonFavreau,Family Adventure Drama Fantasy,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo. en basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals",278927.0
Iron Man 2,RobertDowneyJr. GwynethPaltrow,JonFavreau,Adventure Action ScienceFiction,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies. en malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse",10138.0
Snow White and the Huntsman,KristenStewart CharlizeTheron,RupertSanders,Adventure Fantasy Drama,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest. en queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress",58595.0
Maleficent,AngelinaJolie ElleFanning,RobertStromberg,Fantasy Adventure Action Family Romance,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well. en fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d",102651.0
